Sample	Bacteria	Eukaryota	Viruses	Archaea	Unclassified
MUX10294.WHB6999.unmapped-both-read-and-mate	438.0	434.0	3.0	nan	7832.0
MUX10294.WHB7003.unmapped-both-read-and-mate	106.0	583.0	nan	nan	12108.0
MUX10294.WHB7011.unmapped-both-read-and-mate	858.0	485.0	1.0	nan	7810.0
MUX10294.WHB7754.unmapped-both-read-and-mate	46816.0	522.0	1.0	4.0	31015.0
MUX10295.WHB7015.unmapped-both-read-and-mate	583.0	357.0	nan	1.0	9869.0
MUX10295.WHB7027.unmapped-both-read-and-mate	388.0	542.0	4.0	1.0	12162.0
MUX10295.WHB7035.unmapped-both-read-and-mate	345.0	597.0	6.0	nan	11983.0
MUX10295.WHB7039.unmapped-both-read-and-mate	291.0	559.0	3.0	nan	10940.0
MUX10295.WHB7047.unmapped-both-read-and-mate	500.0	504.0	3.0	nan	10943.0
MUX10296.WHB7051.unmapped-both-read-and-mate	653.0	567.0	12.0	nan	11966.0
MUX10296.WHB7750.unmapped-both-read-and-mate	82793.0	496.0	nan	11.0	50042.0
MUX10296.WHB7751.unmapped-both-read-and-mate	75958.0	836.0	7.0	13.0	50226.0
MUX10296.WHB7752.unmapped-both-read-and-mate	61416.0	592.0	4.0	2.0	40280.0
MUX10296.WHB7757.unmapped-both-read-and-mate	83114.0	517.0	5.0	8.0	49746.0
MUX10297.WHB7794.unmapped-both-read-and-mate	65125.0	1054.0	2.0	7.0	74417.0
MUX10297.WHB7795.unmapped-both-read-and-mate	26394.0	543.0	nan	3.0	35863.0
MUX10297.WHB7796.unmapped-both-read-and-mate	39257.0	881.0	6.0	2.0	45113.0
MUX10297.WHB7797.unmapped-both-read-and-mate	58468.0	924.0	1.0	8.0	67914.0
MUX10297.WHB7798.unmapped-both-read-and-mate	67415.0	1210.0	1.0	9.0	71619.0
MUX10298.WHB7800.unmapped-both-read-and-mate	50488.0	986.0	5.0	2.0	57578.0
MUX10298.WHB7801.unmapped-both-read-and-mate	73998.0	1097.0	2.0	6.0	67199.0
MUX10298.WHB7802.unmapped-both-read-and-mate	64617.0	1004.0	nan	6.0	71234.0
MUX10298.WHB7803.unmapped-both-read-and-mate	54347.0	926.0	7.0	5.0	58840.0
MUX10299.WHB7804.unmapped-both-read-and-mate	50818.0	626.0	5.0	6.0	42697.0
MUX10299.WHB7805.unmapped-both-read-and-mate	47459.0	637.0	1.0	5.0	46699.0
MUX10299.WHB7808.unmapped-both-read-and-mate	60388.0	1015.0	nan	9.0	58727.0
MUX10299.WHB7810.unmapped-both-read-and-mate	56527.0	1138.0	2.0	3.0	62205.0
MUX10300.WHB7806.unmapped-both-read-and-mate	73363.0	1188.0	nan	6.0	75874.0
MUX10300.WHB7807.unmapped-both-read-and-mate	70504.0	984.0	3.0	9.0	67474.0
MUX10300.WHB7809.unmapped-both-read-and-mate	53566.0	1321.0	4.0	4.0	72956.0
MUX10300.WHB7812.unmapped-both-read-and-mate	45422.0	667.0	2.0	6.0	45538.0
MUX10300.WHB7813.unmapped-both-read-and-mate	28388.0	728.0	nan	5.0	36269.0
MUX10301.WHB7814.unmapped-both-read-and-mate	39033.0	641.0	1.0	4.0	37858.0
MUX10301.WHB7815.unmapped-both-read-and-mate	47434.0	692.0	nan	3.0	43464.0
MUX10301.WHB7816.unmapped-both-read-and-mate	50836.0	737.0	2.0	1.0	46412.0
MUX10301.WHB7817.unmapped-both-read-and-mate	77967.0	1145.0	5.0	3.0	73155.0
MUX10301.WHB7818.unmapped-both-read-and-mate	78634.0	1086.0	3.0	9.0	75470.0
MUX10302.WHB7819.unmapped-both-read-and-mate	60013.0	840.0	1.0	10.0	50930.0
MUX10302.WHB7820.unmapped-both-read-and-mate	90492.0	897.0	1.0	7.0	66580.0
MUX10302.WHB7822.unmapped-both-read-and-mate	105153.0	954.0	2.0	10.0	74305.0
MUX10302.WHB7826.unmapped-both-read-and-mate	63541.0	732.0	2.0	9.0	54696.0
MUX10302.WHB7827.unmapped-both-read-and-mate	84265.0	878.0	3.0	11.0	68712.0
MUX10303.WHB7821.unmapped-both-read-and-mate	70740.0	1023.0	12.0	9.0	68665.0
MUX10303.WHB7823.unmapped-both-read-and-mate	112274.0	1566.0	3.0	9.0	107809.0
MUX10303.WHB7825.unmapped-both-read-and-mate	41645.0	681.0	2.0	7.0	43100.0
MUX10303.WHB7828.unmapped-both-read-and-mate	64857.0	964.0	nan	4.0	69170.0
MUX10304.WHB7829.unmapped-both-read-and-mate	69126.0	782.0	2.0	6.0	56028.0
MUX10304.WHB7830.unmapped-both-read-and-mate	44310.0	874.0	11.0	13.0	44576.0
MUX10304.WHB7831.unmapped-both-read-and-mate	100925.0	770.0	18.0	8.0	72139.0
MUX10304.WHB7832.unmapped-both-read-and-mate	149115.0	1056.0	8.0	13.0	97955.0
MUX10304.WHB7833.unmapped-both-read-and-mate	78995.0	625.0	1.0	11.0	59293.0
MUX10309.WHB7774.unmapped-both-read-and-mate	78114.0	592.0	17.0	5.0	41284.0
MUX10309.WHB7775.unmapped-both-read-and-mate	47887.0	298.0	6.0	6.0	25130.0
MUX10309.WHB7776.unmapped-both-read-and-mate	134316.0	673.0	11.0	13.0	70470.0
MUX10309.WHB7777.unmapped-both-read-and-mate	62042.0	403.0	3.0	4.0	33731.0
MUX10309.WHB7778.unmapped-both-read-and-mate	58733.0	535.0	4.0	12.0	32251.0
MUX10310.WHB7779.unmapped-both-read-and-mate	58606.0	457.0	3.0	4.0	31843.0
MUX10310.WHB7780.unmapped-both-read-and-mate	92538.0	499.0	2.0	2.0	47764.0
MUX10310.WHB7781.unmapped-both-read-and-mate	129552.0	358.0	2.0	10.0	63400.0
MUX10310.WHB7782.unmapped-both-read-and-mate	40234.0	314.0	3.0	1.0	21442.0
MUX10310.WHB7783.unmapped-both-read-and-mate	112979.0	498.0	nan	12.0	56924.0
MUX10311.WHB7784.unmapped-both-read-and-mate	57374.0	412.0	17.0	10.0	29995.0
MUX10311.WHB7785.unmapped-both-read-and-mate	198929.0	817.0	24.0	20.0	100349.0
MUX10311.WHB7786.unmapped-both-read-and-mate	137538.0	490.0	6.0	16.0	69456.0
MUX10311.WHB7787.unmapped-both-read-and-mate	47301.0	402.0	nan	2.0	25681.0
MUX10311.WHB7788.unmapped-both-read-and-mate	57171.0	478.0	2.0	5.0	31458.0
MUX10312.WHB7789.unmapped-both-read-and-mate	40076.0	347.0	nan	7.0	22126.0
MUX10312.WHB7790.unmapped-both-read-and-mate	94451.0	423.0	nan	6.0	49951.0
MUX10312.WHB7791.unmapped-both-read-and-mate	37090.0	284.0	5.0	9.0	19547.0
MUX10312.WHB7792.unmapped-both-read-and-mate	71361.0	380.0	5.0	7.0	36657.0
MUX10312.WHB7793.unmapped-both-read-and-mate	90424.0	610.0	6.0	2.0	47250.0
MUX10313.WHB6693.unmapped-both-read-and-mate	1295.0	639.0	48.0	1.0	19586.0
MUX10313.WHB6729.unmapped-both-read-and-mate	611.0	644.0	29.0	nan	27125.0
MUX10313.WHB6741.unmapped-both-read-and-mate	551.0	924.0	971.0	nan	34850.0
MUX10313.WHB6753.unmapped-both-read-and-mate	412.0	740.0	818.0	nan	25685.0
MUX10314.WHB6717.unmapped-both-read-and-mate	184.0	331.0	27.0	nan	13245.0
MUX10314.WHB6765.unmapped-both-read-and-mate	134.0	473.0	20.0	nan	14172.0
MUX10314.WHB6776.unmapped-both-read-and-mate	460.0	439.0	79.0	nan	11853.0
MUX10314.WHB7834.unmapped-both-read-and-mate	73781.0	1065.0	8.0	8.0	70950.0
MUX10314.WHB7835.unmapped-both-read-and-mate	99377.0	1323.0	7.0	14.0	87872.0
MUX10315.WHB7836.unmapped-both-read-and-mate	78407.0	715.0	31.0	6.0	57407.0
MUX10315.WHB7837.unmapped-both-read-and-mate	71834.0	748.0	nan	9.0	56445.0
MUX10315.WHB7838.unmapped-both-read-and-mate	78384.0	807.0	4.0	6.0	60433.0
MUX10315.WHB7839.unmapped-both-read-and-mate	67229.0	722.0	nan	6.0	53594.0
MUX10315.WHB7840.unmapped-both-read-and-mate	64012.0	764.0	35.0	6.0	57393.0
MUX10316.WHB7841.unmapped-both-read-and-mate	212154.0	1030.0	6.0	22.0	138344.0
MUX10316.WHB7843.unmapped-both-read-and-mate	16071.0	724.0	15.0	5.0	30662.0
MUX10316.WHB7844.unmapped-both-read-and-mate	14645.0	588.0	nan	2.0	30101.0
MUX10316.WHB7845.unmapped-both-read-and-mate	19285.0	763.0	nan	1.0	38259.0
MUX10316.WHB7846.unmapped-both-read-and-mate	20369.0	571.0	3.0	6.0	29467.0
MUX10317.WHB7842.unmapped-both-read-and-mate	23736.0	976.0	1.0	nan	50205.0
MUX10317.WHB7849.unmapped-both-read-and-mate	13241.0	656.0	8.0	1.0	30545.0
MUX10317.WHB7857.unmapped-both-read-and-mate	17456.0	774.0	4.0	nan	35976.0
MUX10317.WHB7858.unmapped-both-read-and-mate	16254.0	616.0	15.0	3.0	28719.0
MUX10317.WHB7859.unmapped-both-read-and-mate	29570.0	644.0	9.0	nan	38318.0
MUX10318.WHB7847.unmapped-both-read-and-mate	17701.0	589.0	2.0	1.0	30600.0
MUX10318.WHB7848.unmapped-both-read-and-mate	44756.0	852.0	4.0	8.0	55248.0
MUX10318.WHB7850.unmapped-both-read-and-mate	24146.0	706.0	2.0	5.0	39953.0
MUX10318.WHB7852.unmapped-both-read-and-mate	28886.0	489.0	1.0	2.0	32606.0
MUX10318.WHB7855.unmapped-both-read-and-mate	46255.0	627.0	9.0	4.0	47828.0
MUX10319.WHB7854.unmapped-both-read-and-mate	20907.0	547.0	2.0	4.0	28817.0
MUX10319.WHB7856.unmapped-both-read-and-mate	38527.0	568.0	11.0	3.0	41261.0
MUX10319.WHB7860.unmapped-both-read-and-mate	28815.0	717.0	5.0	9.0	35895.0
MUX10319.WHB7861.unmapped-both-read-and-mate	13284.0	535.0	2.0	3.0	22915.0
MUX10319.WHB7862.unmapped-both-read-and-mate	17529.0	635.0	1.0	1.0	28117.0
MUX10320.WHB7863.unmapped-both-read-and-mate	22120.0	347.0	1.0	nan	28702.0
MUX10320.WHB7864.unmapped-both-read-and-mate	28020.0	602.0	40.0	5.0	33801.0
MUX10320.WHB7867.unmapped-both-read-and-mate	26955.0	729.0	1.0	4.0	32328.0
MUX10320.WHB7870.unmapped-both-read-and-mate	18245.0	617.0	nan	4.0	24792.0
MUX10320.WHB7871.unmapped-both-read-and-mate	33918.0	510.0	nan	1.0	34915.0
MUX10321.WHB7869.unmapped-both-read-and-mate	40973.0	311.0	5.0	11.0	27086.0
MUX10321.WHB7872.unmapped-both-read-and-mate	32082.0	437.0	3.0	3.0	22920.0
MUX10321.WHB7874.unmapped-both-read-and-mate	58207.0	458.0	1.0	13.0	38890.0
MUX10321.WHB7876.unmapped-both-read-and-mate	23724.0	404.0	6.0	4.0	17267.0
MUX10321.WHB7877.unmapped-both-read-and-mate	32325.0	517.0	1.0	4.0	23355.0
MUX10322.WHB7881.unmapped-both-read-and-mate	35448.0	415.0	nan	5.0	23868.0
MUX10322.WHB7884.unmapped-both-read-and-mate	25497.0	342.0	nan	6.0	17578.0
MUX10322.WHB7885.unmapped-both-read-and-mate	42599.0	384.0	5.0	7.0	28521.0
MUX10322.WHB7886.unmapped-both-read-and-mate	18655.0	364.0	nan	1.0	13804.0
MUX10322.WHB7894.unmapped-both-read-and-mate	10757.0	460.0	18.0	4.0	9613.0
MUX10323.WHB7878.unmapped-both-read-and-mate	37366.0	589.0	9.0	6.0	26003.0
MUX10323.WHB7879.unmapped-both-read-and-mate	22836.0	394.0	3.0	nan	16357.0
MUX10323.WHB7880.unmapped-both-read-and-mate	83.0	309.0	4.0	nan	2264.0
MUX10323.WHB7883.unmapped-both-read-and-mate	17689.0	415.0	2.0	2.0	13939.0
MUX10323.WHB7887.unmapped-both-read-and-mate	45446.0	322.0	1.0	2.0	28400.0
MUX10324.WHB7888.unmapped-both-read-and-mate	30565.0	339.0	6.0	6.0	20553.0
MUX10324.WHB7889.unmapped-both-read-and-mate	38.0	264.0	34.0	nan	2150.0
MUX10324.WHB7890.unmapped-both-read-and-mate	46348.0	459.0	19.0	4.0	31363.0
MUX10324.WHB7891.unmapped-both-read-and-mate	26870.0	592.0	3.0	4.0	19653.0
MUX10324.WHB7892.unmapped-both-read-and-mate	27880.0	313.0	nan	6.0	19303.0
MUX10325.WHB7914.unmapped-both-read-and-mate	25573.0	424.0	3.0	1.0	18337.0
MUX10325.WHB7915.unmapped-both-read-and-mate	19341.0	337.0	3.0	2.0	14326.0
MUX10325.WHB7916.unmapped-both-read-and-mate	25135.0	352.0	2.0	2.0	17193.0
MUX10325.WHB7917.unmapped-both-read-and-mate	24599.0	365.0	10.0	nan	17403.0
MUX10325.WHB7918.unmapped-both-read-and-mate	35036.0	706.0	2.0	nan	25701.0
MUX10326.WHB7919.unmapped-both-read-and-mate	10377.0	277.0	2.0	1.0	8303.0
MUX10326.WHB7920.unmapped-both-read-and-mate	18664.0	342.0	3.0	2.0	14109.0
MUX10326.WHB7921.unmapped-both-read-and-mate	23710.0	458.0	4.0	1.0	17531.0
MUX10326.WHB7922.unmapped-both-read-and-mate	23017.0	244.0	nan	1.0	15871.0
MUX10326.WHB7923.unmapped-both-read-and-mate	15864.0	241.0	nan	2.0	11769.0
MUX10327.WHB7924.unmapped-both-read-and-mate	34681.0	366.0	4.0	4.0	23772.0
MUX10327.WHB7926.unmapped-both-read-and-mate	20339.0	438.0	9.0	3.0	15251.0
MUX10327.WHB7927.unmapped-both-read-and-mate	23990.0	341.0	11.0	1.0	17472.0
MUX10327.WHB7928.unmapped-both-read-and-mate	21955.0	454.0	3.0	3.0	16632.0
MUX10327.WHB7929.unmapped-both-read-and-mate	19416.0	319.0	nan	nan	13891.0
MUX10328.WHB7938.unmapped-both-read-and-mate	9478.0	395.0	3.0	4.0	9713.0
MUX10328.WHB7962.unmapped-both-read-and-mate	11462.0	581.0	6.0	nan	12073.0
MUX10328.WHB7970.unmapped-both-read-and-mate	9772.0	522.0	nan	nan	10578.0
MUX10328.WHB8002.unmapped-both-read-and-mate	15145.0	591.0	10.0	2.0	13775.0
MUX10328.WHB8026.unmapped-both-read-and-mate	10521.0	394.0	2.0	nan	9787.0
MUX10329.WHB7893.unmapped-both-read-and-mate	21029.0	409.0	nan	7.0	18113.0
MUX10329.WHB7895.unmapped-both-read-and-mate	37296.0	464.0	nan	5.0	28255.0
MUX10329.WHB7896.unmapped-both-read-and-mate	28710.0	368.0	nan	6.0	22429.0
MUX10329.WHB7897.unmapped-both-read-and-mate	28071.0	663.0	nan	4.0	24722.0
MUX10329.WHB7899.unmapped-both-read-and-mate	21872.0	408.0	nan	1.0	19480.0
MUX10330.WHB7898.unmapped-both-read-and-mate	12475.0	513.0	3.0	1.0	14760.0
MUX10330.WHB7900.unmapped-both-read-and-mate	18060.0	452.0	8.0	2.0	17269.0
MUX10330.WHB7901.unmapped-both-read-and-mate	33278.0	402.0	6.0	5.0	25577.0
MUX10330.WHB7902.unmapped-both-read-and-mate	26654.0	557.0	3.0	3.0	23384.0
MUX10330.WHB7903.unmapped-both-read-and-mate	27445.0	470.0	nan	3.0	22494.0
MUX10331.WHB7904.unmapped-both-read-and-mate	17196.0	326.0	nan	3.0	14142.0
MUX10331.WHB7905.unmapped-both-read-and-mate	12997.0	695.0	3.0	1.0	16634.0
MUX10331.WHB7906.unmapped-both-read-and-mate	26490.0	585.0	3.0	6.0	23121.0
MUX10331.WHB7907.unmapped-both-read-and-mate	10691.0	429.0	nan	nan	11563.0
MUX10331.WHB7908.unmapped-both-read-and-mate	27576.0	452.0	2.0	6.0	21953.0
MUX10332.WHB7909.unmapped-both-read-and-mate	17171.0	482.0	nan	3.0	17760.0
MUX10332.WHB7910.unmapped-both-read-and-mate	28109.0	721.0	23.0	4.0	28112.0
MUX10332.WHB7911.unmapped-both-read-and-mate	54288.0	626.0	1.0	11.0	43585.0
MUX10332.WHB7912.unmapped-both-read-and-mate	17681.0	443.0	nan	2.0	17194.0
MUX10332.WHB7913.unmapped-both-read-and-mate	24758.0	415.0	1.0	3.0	21575.0
MUX10333.WHB7925.unmapped-both-read-and-mate	47008.0	830.0	5.0	4.0	46708.0
MUX10333.WHB7930.unmapped-both-read-and-mate	17498.0	517.0	nan	2.0	23516.0
MUX10333.WHB7931.unmapped-both-read-and-mate	17980.0	529.0	nan	3.0	21972.0
MUX10333.WHB7932.unmapped-both-read-and-mate	28158.0	781.0	3.0	6.0	36671.0
MUX10333.WHB7933.unmapped-both-read-and-mate	26727.0	593.0	2.0	nan	29096.0
MUX10334.WHB7934.unmapped-both-read-and-mate	9338.0	433.0	30.0	1.0	13017.0
MUX10334.WHB7935.unmapped-both-read-and-mate	11782.0	496.0	nan	2.0	15841.0
MUX10334.WHB7936.unmapped-both-read-and-mate	28484.0	571.0	7.0	5.0	29921.0
MUX10334.WHB7937.unmapped-both-read-and-mate	26876.0	657.0	nan	1.0	28393.0
MUX10334.WHB8039.unmapped-both-read-and-mate	7238.0	516.0	nan	nan	12457.0
MUX10335.WHB8034.unmapped-both-read-and-mate	10634.0	552.0	5.0	6.0	14941.0
MUX10335.WHB8035.unmapped-both-read-and-mate	10491.0	584.0	1.0	1.0	14560.0
MUX10335.WHB8036.unmapped-both-read-and-mate	10678.0	631.0	nan	4.0	16309.0
MUX10335.WHB8038.unmapped-both-read-and-mate	11061.0	344.0	1.0	1.0	11743.0
MUX10335.WHB8040.unmapped-both-read-and-mate	10472.0	389.0	5.0	nan	13152.0
MUX10336.WHB8041.unmapped-both-read-and-mate	24096.0	727.0	nan	1.0	27929.0
MUX10336.WHB8042.unmapped-both-read-and-mate	11020.0	691.0	1.0	1.0	18685.0
MUX10336.WHB8043.unmapped-both-read-and-mate	8981.0	621.0	nan	1.0	13870.0
MUX10336.WHB8048.unmapped-both-read-and-mate	14875.0	870.0	nan	nan	21082.0
MUX10336.WHB8049.unmapped-both-read-and-mate	11237.0	729.0	nan	nan	17797.0
MUX10353.WHB8107.unmapped-both-read-and-mate	16215.0	849.0	1.0	8.0	40618.0
MUX10353.WHB8108.unmapped-both-read-and-mate	18041.0	672.0	4.0	2.0	41216.0
MUX10353.WHB8109.unmapped-both-read-and-mate	14912.0	981.0	1.0	nan	40860.0
MUX10353.WHB8111.unmapped-both-read-and-mate	16185.0	1045.0	6.0	7.0	48570.0
MUX10353.WHB8112.unmapped-both-read-and-mate	15886.0	1102.0	13.0	1.0	46408.0
MUX10354.WHB8110.unmapped-both-read-and-mate	15009.0	782.0	6.0	3.0	33453.0
MUX10354.WHB8113.unmapped-both-read-and-mate	15093.0	733.0	2.0	1.0	34581.0
MUX10354.WHB8114.unmapped-both-read-and-mate	17605.0	809.0	nan	2.0	35587.0
MUX10354.WHB8115.unmapped-both-read-and-mate	19613.0	822.0	1.0	4.0	40174.0
MUX10354.WHB8116.unmapped-both-read-and-mate	13937.0	863.0	23.0	1.0	37478.0
MUX10355.WHB8117.unmapped-both-read-and-mate	19910.0	673.0	nan	4.0	36241.0
MUX10355.WHB8119.unmapped-both-read-and-mate	18400.0	810.0	10.0	7.0	43516.0
MUX10355.WHB8120.unmapped-both-read-and-mate	17269.0	813.0	2.0	2.0	41132.0
MUX10355.WHB8122.unmapped-both-read-and-mate	20511.0	778.0	1.0	4.0	40344.0
MUX10355.WHB8123.unmapped-both-read-and-mate	14434.0	766.0	1.0	1.0	34812.0
MUX10356.WHB8118.unmapped-both-read-and-mate	14657.0	914.0	1639.0	2.0	37596.0
MUX10356.WHB8121.unmapped-both-read-and-mate	20967.0	957.0	3.0	nan	45932.0
MUX10356.WHB8126.unmapped-both-read-and-mate	9755.0	683.0	4.0	nan	27534.0
MUX10356.WHB8130.unmapped-both-read-and-mate	7352.0	908.0	2.0	2.0	31398.0
MUX10356.WHB8131.unmapped-both-read-and-mate	6614.0	877.0	2.0	nan	23533.0
MUX10357.WHB8046.unmapped-both-read-and-mate	12563.0	731.0	2.0	nan	31010.0
MUX10357.WHB8047.unmapped-both-read-and-mate	16677.0	819.0	1.0	3.0	38474.0
MUX10357.WHB8050.unmapped-both-read-and-mate	13073.0	1023.0	2.0	1.0	40641.0
MUX10358.WHB8051.unmapped-both-read-and-mate	15793.0	695.0	nan	3.0	32086.0
MUX10358.WHB8052.unmapped-both-read-and-mate	12274.0	809.0	2.0	3.0	25488.0
MUX10358.WHB8053.unmapped-both-read-and-mate	12461.0	556.0	nan	3.0	25268.0
MUX10358.WHB8054.unmapped-both-read-and-mate	13245.0	819.0	1.0	1.0	32641.0
MUX10358.WHB8055.unmapped-both-read-and-mate	14120.0	741.0	2.0	1.0	30614.0
MUX10359.WHB8056.unmapped-both-read-and-mate	20464.0	1021.0	14.0	4.0	40555.0
MUX10359.WHB8058.unmapped-both-read-and-mate	12404.0	690.0	6.0	1.0	25599.0
MUX10359.WHB8059.unmapped-both-read-and-mate	12105.0	459.0	nan	1.0	23482.0
MUX10359.WHB8060.unmapped-both-read-and-mate	12327.0	759.0	nan	2.0	27772.0
MUX10359.WHB8061.unmapped-both-read-and-mate	8501.0	756.0	3.0	nan	24198.0
MUX10360.WHB8057.unmapped-both-read-and-mate	14577.0	1233.0	nan	nan	47920.0
MUX10360.WHB8062.unmapped-both-read-and-mate	12135.0	738.0	1.0	2.0	29492.0
MUX10360.WHB8063.unmapped-both-read-and-mate	11965.0	630.0	nan	1.0	28280.0
MUX10360.WHB8069.unmapped-both-read-and-mate	19307.0	701.0	2.0	5.0	33005.0
MUX10360.WHB8070.unmapped-both-read-and-mate	8272.0	889.0	3.0	nan	28198.0
MUX10361.WHB8084.unmapped-both-read-and-mate	7602.0	511.0	2.0	1.0	8156.0
MUX10361.WHB8085.unmapped-both-read-and-mate	13030.0	588.0	4.0	nan	11598.0
MUX10361.WHB8089.unmapped-both-read-and-mate	14758.0	476.0	2.0	3.0	12492.0
MUX10361.WHB8090.unmapped-both-read-and-mate	17035.0	492.0	1.0	4.0	13794.0
MUX10362.WHB8088.unmapped-both-read-and-mate	17339.0	444.0	1.0	2.0	13475.0
MUX10362.WHB8091.unmapped-both-read-and-mate	10573.0	343.0	15.0	2.0	8919.0
MUX10362.WHB8093.unmapped-both-read-and-mate	17079.0	356.0	6.0	3.0	12826.0
MUX10362.WHB8094.unmapped-both-read-and-mate	14602.0	546.0	nan	2.0	12429.0
MUX10362.WHB8095.unmapped-both-read-and-mate	14708.0	395.0	11.0	1.0	11810.0
MUX10363.WHB8099.unmapped-both-read-and-mate	14479.0	650.0	13.0	nan	13485.0
MUX10363.WHB8100.unmapped-both-read-and-mate	24509.0	619.0	96.0	2.0	19659.0
MUX10363.WHB8101.unmapped-both-read-and-mate	16357.0	463.0	7.0	4.0	13894.0
MUX10364.WHB8102.unmapped-both-read-and-mate	16449.0	613.0	nan	2.0	16910.0
MUX10364.WHB8103.unmapped-both-read-and-mate	13393.0	418.0	1.0	nan	14000.0
MUX10364.WHB8104.unmapped-both-read-and-mate	16065.0	439.0	1.0	1.0	15874.0
MUX10364.WHB8105.unmapped-both-read-and-mate	19153.0	386.0	2.0	2.0	16499.0
MUX10365.WHB8144.unmapped-both-read-and-mate	8406.0	672.0	1.0	1.0	9376.0
MUX10365.WHB8145.unmapped-both-read-and-mate	7962.0	642.0	nan	1.0	9091.0
MUX10365.WHB8148.unmapped-both-read-and-mate	8262.0	505.0	5.0	nan	8506.0
MUX10365.WHB8150.unmapped-both-read-and-mate	6113.0	560.0	nan	1.0	7753.0
MUX10366.WHB8152.unmapped-both-read-and-mate	6323.0	519.0	1.0	nan	7630.0
MUX10366.WHB8153.unmapped-both-read-and-mate	7154.0	463.0	nan	2.0	7627.0
MUX10366.WHB8156.unmapped-both-read-and-mate	3046.0	611.0	5.0	nan	5571.0
MUX10366.WHB8166.unmapped-both-read-and-mate	5800.0	504.0	4.0	1.0	6548.0
MUX10366.WHB8167.unmapped-both-read-and-mate	5698.0	593.0	1.0	1.0	7149.0
MUX10367.WHB8154.unmapped-both-read-and-mate	8054.0	532.0	1.0	1.0	8515.0
MUX10367.WHB8155.unmapped-both-read-and-mate	8100.0	583.0	7.0	2.0	8879.0
MUX10367.WHB8157.unmapped-both-read-and-mate	3749.0	570.0	6.0	nan	5623.0
MUX10367.WHB8158.unmapped-both-read-and-mate	11710.0	583.0	6.0	nan	11032.0
MUX10367.WHB8159.unmapped-both-read-and-mate	7705.0	551.0	nan	3.0	8527.0
MUX10368.WHB8160.unmapped-both-read-and-mate	8268.0	707.0	14.0	nan	10676.0
MUX10368.WHB8161.unmapped-both-read-and-mate	5121.0	672.0	nan	nan	8572.0
MUX10368.WHB8162.unmapped-both-read-and-mate	4930.0	532.0	nan	nan	7424.0
MUX10368.WHB8163.unmapped-both-read-and-mate	5106.0	615.0	nan	nan	7847.0
MUX10368.WHB8164.unmapped-both-read-and-mate	4108.0	695.0	1.0	nan	7084.0
MUX10369.WHB8124.unmapped-both-read-and-mate	18427.0	477.0	1.0	1.0	14433.0
MUX10369.WHB8127.unmapped-both-read-and-mate	20008.0	539.0	9.0	1.0	15781.0
MUX10369.WHB8128.unmapped-both-read-and-mate	24351.0	442.0	nan	5.0	17526.0
MUX10369.WHB8129.unmapped-both-read-and-mate	23716.0	369.0	11.0	nan	16775.0
MUX10370.WHB8132.unmapped-both-read-and-mate	5196.0	566.0	2.0	nan	6795.0
MUX10370.WHB8133.unmapped-both-read-and-mate	6585.0	657.0	3.0	nan	8461.0
MUX10370.WHB8134.unmapped-both-read-and-mate	8585.0	543.0	11.0	nan	8959.0
MUX10370.WHB8135.unmapped-both-read-and-mate	7099.0	548.0	12.0	nan	8007.0
MUX10370.WHB8136.unmapped-both-read-and-mate	11029.0	547.0	nan	nan	10055.0
MUX10371.WHB8137.unmapped-both-read-and-mate	8020.0	543.0	1.0	1.0	8930.0
MUX10371.WHB8138.unmapped-both-read-and-mate	7389.0	526.0	1.0	4.0	8210.0
MUX10371.WHB8139.unmapped-both-read-and-mate	8350.0	592.0	1.0	2.0	13389.0
MUX10371.WHB8140.unmapped-both-read-and-mate	5716.0	686.0	9.0	nan	7637.0
MUX10371.WHB8141.unmapped-both-read-and-mate	5600.0	557.0	12.0	1.0	6966.0
MUX10372.WHB8142.unmapped-both-read-and-mate	5729.0	473.0	1.0	nan	6566.0
MUX10372.WHB8143.unmapped-both-read-and-mate	4579.0	610.0	24.0	nan	6805.0
MUX10372.WHB8146.unmapped-both-read-and-mate	6398.0	585.0	4.0	nan	7526.0
MUX10372.WHB8147.unmapped-both-read-and-mate	7632.0	653.0	2.0	1.0	8733.0
MUX10372.WHB8149.unmapped-both-read-and-mate	4828.0	575.0	1.0	2.0	7082.0
MUX10373.WHB8165.unmapped-both-read-and-mate	6154.0	1175.0	nan	2.0	61476.0
MUX10373.WHB8168.unmapped-both-read-and-mate	4770.0	1218.0	5.0	1.0	69157.0
MUX10373.WHB8169.unmapped-both-read-and-mate	3133.0	1545.0	nan	1.0	72767.0
MUX10373.WHB8171.unmapped-both-read-and-mate	6905.0	1364.0	1.0	5.0	67982.0
MUX10374.WHB8172.unmapped-both-read-and-mate	3125.0	1232.0	nan	nan	53911.0
MUX10374.WHB8173.unmapped-both-read-and-mate	3540.0	1476.0	1.0	1.0	61688.0
MUX10374.WHB8174.unmapped-both-read-and-mate	3454.0	1203.0	1.0	nan	57884.0
MUX10374.WHB8175.unmapped-both-read-and-mate	4964.0	1383.0	nan	2.0	63901.0
MUX10374.WHB8177.unmapped-both-read-and-mate	3650.0	1545.0	1.0	1.0	71887.0
MUX10375.WHB8176.unmapped-both-read-and-mate	3921.0	1896.0	nan	2.0	98836.0
MUX10375.WHB8178.unmapped-both-read-and-mate	7172.0	1810.0	1.0	nan	88428.0
